ITE_true,ITE_malts
0.4097,0.4245
0.1068,0.1026
0.1122,0.1114
0.2423,0.2434
0.3328,0.3317
0.2387,0.2321
0.001,0.2111
0.0216,0.0218
0.2782,0.2055
0.0073,0.0047
0.1778,0.1645
0.2266,0.2133
0.4304,0.4275
0.4392,0.138
0.2302,0.2484
0.0053,0.0035
0.2764,0.2201
0.1554,0.1475
0.1364,0.1455
0.0144,0.0111
0.3724,0.3774
0.3823,0.104
0.2912,0.2916
0.0052,0.0024
0.3005,0.1398
0.0415,0.0348
0.0174,0.0148
0.0829,0.0769
0.2799,0.2706
0.1554,0.1584
0.2162,0.2161
0.1559,0.1336
0.0103,0.0087
0.1543,0.1599
0.2093,0.2169
0.2228,0.2303
0.1681,0.1605
0.1118,0.1077
0.0534,0.0495
0.1552,0.1528
0.0099,0.0096
0.0026,0.0863
0.0192,0.0142
0.1314,0.1486
0.0486,0.0428
0.1162,0.1118
0.1266,0.1666
0.0,0.0
0.4882,0.4901
0.2552,0.243
0.4325,0.4399
0.3757,0.3782
0.3663,0.3727
0.3813,0.3876
0.2537,0.2003
0.236,0.2503
0.0,0.0
0.0422,0.0421
0.0078,0.0047
0.01,0.0076
0.0,0.0
0.1362,0.0464
0.0563,0.064
0.0374,0.0384
0.1585,0.167
0.0459,0.0456
0.3541,0.3424
0.0006,0.1988
0.2267,0.2501
0.3171,0.3169
0.291,0.2748
0.3525,0.3625
0.0362,0.035
0.2364,0.252
0.319,0.3094
0.3311,0.3191
0.0051,0.0038
0.1702,0.1508
0.4204,0.4201
0.0839,0.0955
0.0934,0.0893
0.4615,0.4678
0.0235,0.0197
0.4242,0.424
0.2275,0.2311
0.2975,0.2879
0.0044,0.0018
0.2452,0.2525
0.0387,0.2227
0.2462,0.2593
0.0,0.0
0.2856,0.2856
0.0,0.0
0.4478,0.4658
0.0781,0.0765
0.0,0.0
0.4478,0.4446
0.3392,0.3418
0.4257,0.4284
0.0,0.2901
0.3436,0.3497
0.257,0.2823
0.0995,0.1013
0.3109,0.3155
0.4625,0.3411
0.3487,0.3454
0.4281,0.3179
0.3341,0.3545
0.3494,0.3102
0.1969,0.318
0.3496,0.3516
0.1183,0.1119
0.464,0.4588
0.3026,0.3079
0.4041,0.3989
0.3555,0.3498
0.4286,0.3496
0.2723,0.2749
0.4503,0.4502
0.4255,0.4291
0.4359,0.4324
0.1171,0.1123
0.0411,0.237
0.0,0.0
0.4801,0.4783
0.0183,0.015
0.3234,0.3201
0.0278,0.0302
0.0,0.0
0.2055,0.2279
0.3338,0.2528
0.3781,0.3823
0.2962,0.2999
0.2218,0.2374
0.4203,0.4129
0.4678,0.4683
0.005,0.003
0.0156,0.0148
0.4597,0.4559
0.0827,0.0805
0.0411,0.0401
0.027,0.0274
0.0014,0.0008
0.4541,0.1281
0.1809,0.1742
0.0318,0.03
0.1899,0.0858
0.0485,0.0574
0.3133,0.3156
0.2649,0.1102
0.4431,0.1506
0.204,0.2166
0.0334,0.0329
0.0225,0.2
0.2045,0.1956
0.0129,0.0078
0.2766,0.2578
0.0338,0.0388
0.4676,0.4824
0.2452,0.2494
0.2582,0.2374
0.453,0.4518
0.4632,0.47
0.4293,0.3125
0.05,0.2616
0.0174,0.0146
0.2836,0.292
0.0674,0.0618
0.2796,0.2882
0.2505,0.2394
0.4343,0.4318
0.1399,0.147
0.4911,0.4893
0.0379,0.0339
0.441,0.4612
0.0393,0.0323
0.2213,0.2263
0.0968,0.2318
0.4657,0.449
0.0657,0.1592
0.0333,0.0227
0.3401,0.3371
0.0046,0.0022
0.0131,0.0096
0.0213,0.1422
0.0475,0.0493
0.2321,0.2257
0.0744,0.0718
0.4185,0.1956
0.0,0.0
0.3242,0.3182
0.4927,0.4843
0.3626,0.3556
0.4776,0.486
0.4657,0.4741
0.1601,0.1567
0.2314,0.3418
0.4883,0.4707
0.2838,0.2798
0.2159,0.2255
0.0,0.0
0.438,0.4261
0.1821,0.1892
0.1434,0.1349
0.4961,0.4889
0.2025,0.2329
0.0,0.0
0.3665,0.3794
0.4422,0.3146
0.0,0.0
0.4574,0.2539
0.4613,0.4647
0.4493,0.4383
0.2944,0.256
0.3999,0.4186
0.0466,0.0404
0.0488,0.0421
0.4447,0.4473
0.2916,0.2911
0.2906,0.284
0.4827,0.4788
0.0044,0.2718
0.4362,0.4387
0.0334,0.0357
0.024,0.022
0.2537,0.256
0.4012,0.3989
0.3388,0.3203
0.1411,0.1496
0.013,0.0152
0.4747,0.4736
0.3193,0.3288
0.4638,0.2766
0.415,0.4075
0.0,0.0
0.3663,0.368
0.4462,0.4461
0.1976,0.2102
0.4488,0.4438
0.4675,0.465
0.4977,0.4915
0.0,0.0
0.4696,0.4583
0.2039,0.2132
0.3586,0.3742
0.4861,0.4901
0.0431,0.0433
0.315,0.3084
0.0102,0.0085
0.0,0.0
0.2945,0.3261
0.2334,0.2288
0.1948,0.223
0.2455,0.2436
0.1096,0.1063
0.3594,0.2377
0.2863,0.2969
0.3598,0.3532
0.3856,0.3873
0.352,0.3557
0.1528,0.1518
0.0759,0.0786
0.0,0.0
0.3315,0.3266
0.4543,0.4575
0.0078,0.0043
0.1881,0.2229
0.003,0.2316
0.1607,0.1544
0.2238,0.2235
0.3597,0.3629
0.3951,0.2805
0.4228,0.4314
0.1481,0.1427
0.0128,0.0141
0.4029,0.3895
0.4831,0.4684
0.0806,0.0854
0.3704,0.3689
0.2265,0.2436
0.1298,0.1304
0.4938,0.4876
0.2871,0.2862
0.3907,0.2694
0.2916,0.2871
0.0,0.0
0.4666,0.4836
0.2042,0.2167
0.1802,0.1953
0.3743,0.2134
0.4144,0.4175
0.0,0.0
0.0,0.2417
0.0632,0.0626
0.2288,0.2311
0.0087,0.2126
0.2673,0.2804
0.3985,0.389
0.0004,0.001
0.3848,0.387
0.1528,0.2296
0.2171,0.2119
0.3698,0.3656
0.0197,0.023
0.171,0.1694
0.197,0.202
0.1954,0.195
0.2268,0.1497
0.1783,0.1836
0.2968,0.2994
0.0,0.0
0.0,0.0
0.3047,0.1221
0.2961,0.2907
0.0055,0.0052
0.0999,0.0971
0.0371,0.1175
0.2982,0.3105
0.2811,0.2815
0.0215,0.0227
0.1316,0.1491
0.1879,0.1972
0.4258,0.4303
0.4383,0.4513
0.0675,0.2357
0.1138,0.1012
0.2038,0.2106
0.0731,0.0909
0.4415,0.2417
0.1611,0.1712
0.1577,0.1545
0.4601,0.4576
0.0239,0.0266
0.0511,0.0526
0.0135,0.0127
0.281,0.2735
0.2425,0.251
0.3563,0.3623
0.0053,0.006
0.0,0.0
0.4093,0.427
0.4454,0.441
0.3883,0.375
0.0,0.0
0.418,0.4192
0.1123,0.1178
0.4233,0.4155
0.0001,0.2703
0.2988,0.291
0.0035,0.2565
0.0038,0.0081
0.0527,0.0536
0.1308,0.2595
0.3404,0.328
0.2481,0.2354
0.1388,0.23
0.3929,0.4063
0.3692,0.3698
0.456,0.4598
0.003,0.0034
0.3224,0.3321
0.3252,0.3034
0.0249,0.0209
0.4529,0.4605
0.361,0.3925
0.1336,0.1316
0.1126,0.1283
0.4693,0.4655
0.3498,0.3556
0.0336,0.0338
0.0979,0.1058
0.434,0.4383
0.4727,0.4731
0.2704,0.2969
0.0235,0.0209
0.4543,0.2635
0.0522,0.0513
0.4358,0.438
0.1107,0.1085
0.068,0.0733
0.3767,0.3931
0.2254,0.2333
0.0006,0.2986
0.408,0.4118
0.4883,0.4798
0.3024,0.3166
0.0141,0.0181
0.3141,0.3027
0.4391,0.2993
0.0308,0.0288
0.4257,0.4194
0.4599,0.4528
0.1898,0.1845
0.4705,0.4681
0.4509,0.45
0.2906,0.2752
0.3609,0.3537
0.1511,0.1499
0.2498,0.2558
0.4374,0.4296
0.3925,0.4001
0.3154,0.3028
0.2053,0.2005
0.0,0.0
0.0345,0.0326
0.4059,0.2411
0.4033,0.4182
0.0011,0.0008
0.0602,0.0573
0.4751,0.4715
0.1201,0.1432
0.2728,0.2945
0.0,0.0
0.2322,0.2377
0.0032,0.0034
0.02,0.0192
0.1485,0.1483
0.0,0.0
0.0712,0.0745
0.4824,0.4706
0.442,0.444
0.4221,0.4312
0.1179,0.1239
0.1876,0.1819
0.1355,0.1426
0.4597,0.464
0.0,0.0
0.263,0.2562
0.2324,0.2213
0.1938,0.189
0.0318,0.0276
0.1446,0.1417
0.0509,0.0486
0.0098,0.0112
0.0341,0.0334
0.0,0.0673
0.0,0.0
0.044,0.0468
0.4818,0.4812
0.0,0.0
0.0,0.0
0.0081,0.0059
0.0747,0.0798
0.4656,0.465
0.438,0.444
0.0,0.1895
0.0467,0.0501
0.047,0.2467
0.4227,0.416
0.0,0.0
0.3457,0.3448
0.0355,0.0282
0.4843,0.4784
0.0859,0.0811
0.0009,0.0003
0.0,0.0
0.0074,0.007
0.0961,0.0956
0.331,0.0996
0.1568,0.1604
0.2253,0.233
0.3343,0.335
0.1617,0.1617
0.0998,0.0948
0.4389,0.4468
0.4289,0.4232
0.4779,0.479
0.348,0.3492
0.0791,0.3124
0.4162,0.4121
0.0524,0.0511
0.1758,0.2011
0.4624,0.3352
0.1407,0.2804
0.4214,0.4277
0.4896,0.2834
0.3383,0.283
0.4116,0.4243
0.2285,0.2457
0.0649,0.092
0.0112,0.0116
0.4094,0.4097
0.4223,0.4089
0.2782,0.2891
0.4612,0.4707
0.3953,0.3921
0.3783,0.3798
0.0163,0.3849
0.3355,0.3301
0.0477,0.2933
0.1583,0.1501
0.4436,0.4374
0.4564,0.4622
0.3806,0.3715
0.5069,0.2882
0.4469,0.3002
0.0127,0.0099
0.0,0.0
0.3678,0.371
0.0366,0.0347
0.4761,0.4748
0.4871,0.494
0.2364,0.2438
0.2127,0.2169
0.0,0.0
0.0455,0.039
0.0226,0.0164
0.0844,0.0777
0.0928,0.0875
0.0157,0.0163
0.1273,0.1767
0.3585,0.3778
0.1016,0.1155
0.4427,0.4417
0.1144,0.1087
0.4116,0.4125
0.0423,0.0338
0.1242,0.1028
0.4407,0.4288
0.3846,0.3935
0.0223,0.0238
0.0674,0.0627
0.435,0.243
0.1106,0.2988
0.4104,0.3856
0.3302,0.3324
0.2133,0.2217
0.4411,0.2441
0.3521,0.3513
0.4745,0.4798
0.0,0.0
0.4486,0.4569
0.0123,0.0122
0.0296,0.0283
0.0241,0.0229
0.0866,0.0817
0.0087,0.0073
0.4282,0.4298
0.1317,0.2095
0.1194,0.1521
0.0041,0.0021
0.4498,0.4482
0.2935,0.3058
0.4627,0.4696
0.4057,0.409
0.0394,0.3321
0.0227,0.3895
0.0404,0.043
0.4404,0.4316
0.0785,0.3553
0.3514,0.3491
0.4365,0.4342
0.472,0.4707
0.405,0.4074
0.1624,0.1535
0.4833,0.4958
0.294,0.2879
0.0963,0.0883
0.1107,0.1103
0.2751,0.2976
0.2599,0.2557
0.3441,0.3356
0.0302,0.2663
0.444,0.4501
0.3716,0.3059
0.0014,0.3157
0.0704,0.0731
0.3363,0.3073
0.0539,0.0514
0.1438,0.1475
0.4257,0.4303
