ITE_true,ITE_malts
0.0415,0.0364
0.3295,0.3347
0.0,0.0
0.0424,0.0416
0.1348,0.2551
0.2467,0.2385
0.392,0.2492
0.4943,0.4916
0.1137,0.1077
0.3956,0.4158
0.4269,0.4228
0.4038,0.3952
0.0641,0.2669
0.0,0.0
0.2243,0.2234
0.0898,0.0817
0.0034,0.1947
0.0488,0.1858
0.0052,0.0072
0.3226,0.3161
0.1488,0.1509
0.0,0.0
0.2586,0.2556
0.0025,0.0011
0.4191,0.4207
0.071,0.0708
0.3507,0.2643
0.4178,0.2521
0.0074,0.2436
0.459,0.4614
0.3434,0.3352
0.4728,0.4636
0.2599,0.2626
0.0062,0.0079
0.3973,0.3741
0.3524,0.3415
0.4493,0.4479
0.461,0.277
0.3691,0.3697
0.4503,0.4565
0.402,0.4156
0.4541,0.4485
0.0065,0.006
0.006,0.0045
0.1866,0.1859
0.1239,0.227
0.046,0.0423
0.293,0.2957
0.1676,0.1778
0.1501,0.1472
0.0026,0.0012
0.4873,0.4919
0.5047,0.5055
0.2996,0.3098
0.091,0.0842
0.0119,0.0081
0.2887,0.2862
0.004,0.0034
0.0,0.0
0.1068,0.1098
0.2399,0.0937
0.0262,0.0257
0.3972,0.3859
0.0332,0.0297
0.0422,0.0438
0.2389,0.2431
0.0,0.0
0.1421,0.1488
0.0401,0.0313
0.0454,0.039
0.0421,0.0352
0.43,0.4375
0.0497,0.0548
0.4047,0.4099
0.0086,0.0055
0.2203,0.214
0.3297,0.3277
0.243,0.242
0.0646,0.0563
0.4332,0.1773
0.4079,0.3953
0.0008,0.0003
0.3629,0.3575
0.2103,0.2009
0.1052,0.1038
0.0063,0.0057
0.3908,0.2269
0.4736,0.4629
0.3232,0.3374
0.1146,0.1877
0.3005,0.2896
0.337,0.2075
0.2699,0.2675
0.028,0.0285
0.008,0.0042
0.0947,0.0884
0.2807,0.2957
0.1879,0.1936
0.074,0.0739
0.3699,0.3685
0.0291,0.0288
0.0721,0.0715
0.2436,0.2449
0.2155,0.2282
0.1854,0.2162
0.2141,0.21
0.4667,0.4632
0.0,0.0
0.4298,0.4398
0.0584,0.0596
0.4806,0.4688
0.3947,0.3873
0.1107,0.1171
0.0051,0.0053
0.0076,0.0054
0.0097,0.01
0.454,0.4548
0.221,0.2482
0.4299,0.4317
0.1902,0.1835
0.0931,0.09
0.0,0.0
0.1661,0.1698
0.4894,0.4865
0.0142,0.2799
0.106,0.1147
0.3871,0.3906
0.4084,0.408
0.2948,0.3031
0.4459,0.4378
0.4751,0.483
0.4973,0.499
0.0,0.0
0.4099,0.4208
0.0,0.0
0.3151,0.3094
0.2023,0.1971
0.0547,0.0581
0.0241,0.0239
0.2295,0.1937
0.4529,0.4561
0.3281,0.3253
0.0572,0.0597
0.3911,0.4157
0.0012,0.0
0.4034,0.4046
0.3563,0.3459
0.0029,0.0037
0.4399,0.4554
0.1076,0.1085
0.3572,0.35
0.0015,0.002
0.0108,0.0135
0.4193,0.4224
0.3104,0.3007
0.2044,0.2177
0.4255,0.4169
0.486,0.4954
0.0,0.2879
0.0,0.0
0.2148,0.2407
0.0001,0.0
0.0868,0.0975
0.4941,0.4758
0.0582,0.0678
0.4558,0.4427
0.0684,0.0648
0.0083,0.2449
0.4266,0.4237
0.0607,0.2503
0.2942,0.3045
0.02,0.0152
0.4143,0.4122
0.335,0.3323
0.03,0.0327
0.2594,0.2635
0.1752,0.1785
0.448,0.4488
0.0068,0.0068
0.1901,0.2045
0.4624,0.464
0.0046,0.0058
0.3899,0.3827
0.3079,0.2018
0.1399,0.1397
0.1372,0.1364
0.0219,0.0199
0.0292,0.0254
0.0,0.0
0.2817,0.2747
0.2101,0.2123
0.2526,0.2433
0.1173,0.1106
0.4062,0.4058
0.2002,0.2034
0.4651,0.4778
0.0087,0.0051
0.1978,0.1665
0.0005,0.0
0.3262,0.3342
0.0952,0.0914
0.3362,0.3275
0.0114,0.0123
0.4449,0.4395
0.0,0.0
0.3099,0.3069
0.1604,0.1537
0.1435,0.1443
0.3961,0.2043
0.1125,0.2142
0.1234,0.1217
0.079,0.1659
0.1179,0.1193
0.1265,0.1429
0.4535,0.4659
0.1683,0.1647
0.432,0.2261
0.2122,0.2244
0.0016,0.0013
0.4711,0.4628
0.0839,0.0754
0.4103,0.4247
0.2808,0.2168
0.0364,0.2188
0.2336,0.2126
0.0544,0.0467
0.3726,0.3732
0.2344,0.2214
0.1051,0.0939
0.2297,0.219
0.4559,0.4573
0.262,0.27
0.4508,0.4585
0.0356,0.031
0.0275,0.0249
0.2579,0.2549
0.0071,0.239
0.3566,0.3747
0.1572,0.1898
0.0419,0.1235
0.0,0.0
0.1979,0.1317
0.4136,0.4085
0.0031,0.003
0.3477,0.3686
0.0076,0.0089
0.0,0.0
0.1655,0.1668
0.1062,0.1112
0.4579,0.443
0.4956,0.4964
0.4687,0.4608
0.2879,0.2371
0.0,0.0
0.4289,0.2657
0.3041,0.3324
0.0,0.2743
0.1156,0.1153
0.1941,0.193
0.1324,0.1376
0.251,0.2519
0.0002,0.0
0.0,0.2158
0.4971,0.2147
0.3687,0.2052
0.4203,0.4143
0.0805,0.2565
0.4312,0.4333
0.4211,0.4242
0.0008,0.0019
0.0083,0.0074
0.3344,0.3337
0.3803,0.3938
0.1062,0.1194
0.4222,0.4364
0.0684,0.0578
0.4676,0.4537
0.4543,0.4635
0.2088,0.2049
0.0446,0.0423
0.0,0.0
0.4937,0.4866
0.0011,0.0006
0.3152,0.3039
0.4034,0.4016
0.3497,0.2062
0.0,0.0
0.07,0.0654
0.0212,0.2747
0.1258,0.1228
0.4227,0.4246
0.3326,0.3176
0.402,0.4083
0.0027,0.0
0.4934,0.4912
0.2424,0.2408
0.3585,0.3528
0.3846,0.2281
0.0114,0.0077
0.2061,0.1999
0.0311,0.02
0.0032,0.0035
0.4737,0.4678
0.0805,0.0803
0.3695,0.372
0.4489,0.4462
0.3776,0.3882
0.0095,0.0033
0.207,0.2135
0.1626,0.1646
0.012,0.222
0.1536,0.1615
0.2596,0.3108
0.0007,0.0
0.4088,0.3965
0.0,0.0
0.4369,0.4287
0.4127,0.4442
0.4789,0.4792
0.237,0.3474
0.4566,0.4474
0.0021,0.0026
0.4495,0.4644
0.3032,0.3166
0.406,0.4103
0.35,0.3479
0.257,0.2522
0.0,0.0
0.0,0.0
0.324,0.14
0.1181,0.1165
0.0,0.1193
0.0,0.0
0.0189,0.0185
0.431,0.4273
0.0375,0.0337
0.1171,0.1272
0.0165,0.2419
0.0229,0.0202
0.475,0.4779
0.3451,0.3487
0.3992,0.3899
0.4044,0.3986
0.0,0.0
0.3135,0.2694
0.0609,0.261
0.3442,0.338
0.0137,0.2431
0.0429,0.0469
0.4505,0.441
0.0401,0.0383
0.2938,0.2883
0.2304,0.2231
0.0599,0.0574
0.1981,0.1823
0.2864,0.2838
0.024,0.1974
0.0071,0.0071
0.4237,0.4378
0.3701,0.3701
0.247,0.2628
0.0226,0.0131
0.0056,0.0052
0.2307,0.2207
0.4318,0.4387
0.2885,0.2797
0.4415,0.2254
0.4735,0.4694
0.0263,0.0257
0.0,0.0
0.0,0.0
0.3435,0.3396
0.1008,0.0975
0.1053,0.0968
0.0919,0.0855
0.2086,0.1937
0.022,0.0192
0.0001,0.0
0.2211,0.2128
0.1005,0.0861
0.4574,0.4547
0.025,0.0229
0.3954,0.3902
0.3301,0.264
0.0282,0.0217
0.0549,0.3203
0.4305,0.4191
0.4488,0.4464
0.451,0.4545
0.4535,0.3575
0.4307,0.4269
0.3888,0.3891
0.413,0.4024
0.3107,0.3323
0.4084,0.4109
0.4872,0.4839
0.2712,0.254
0.245,0.2611
0.4338,0.4274
0.0015,0.0002
0.17,0.1654
0.4103,0.3974
0.4546,0.4529
0.3054,0.2899
0.128,0.2585
0.2029,0.1871
0.2725,0.2853
0.1127,0.1058
0.472,0.4634
0.0546,0.04
0.0764,0.0682
0.0956,0.0857
0.0202,0.0113
