ITE_true,ITE_malts
0.3922,0.4035
0.0177,0.0169
0.4701,0.48
0.4274,0.4271
0.0,0.0
0.192,0.2151
0.1623,0.157
0.1811,0.1837
0.0307,0.0295
0.0325,0.0336
0.4694,0.2062
0.4037,0.3954
0.0029,0.2404
0.3114,0.3402
0.4333,0.4369
0.2747,0.2553
0.0428,0.04
0.3569,0.3989
0.1394,0.1467
0.4121,0.397
0.2824,0.2789
0.0056,0.0042
0.0369,0.0314
0.0866,0.1076
0.054,0.0491
0.2809,0.2642
0.4753,0.472
0.4638,0.4557
0.4464,0.4523
0.3492,0.3512
0.2354,0.2321
0.2067,0.2093
0.0205,0.0176
0.399,0.3965
0.1906,0.2761
0.452,0.4673
0.4754,0.4675
0.0797,0.0803
0.4604,0.2978
0.0494,0.0492
0.3267,0.3465
0.0,0.0
0.4504,0.4495
0.0647,0.0589
0.4757,0.4811
0.0427,0.0326
0.0561,0.2125
0.0826,0.0826
0.1584,0.2367
0.0884,0.2187
0.0422,0.0352
0.4485,0.4559
0.0507,0.074
0.0001,0.2438
0.0,0.0
0.414,0.4267
0.3883,0.3941
0.2478,0.2519
0.0586,0.0618
0.4192,0.4237
0.4638,0.4645
0.0,0.0
0.0135,0.0161
0.0037,0.0017
0.2164,0.2322
0.0,0.0
0.0073,0.006
0.3016,0.2906
0.0251,0.0197
0.0764,0.0782
0.3942,0.3831
0.0436,0.2387
0.4384,0.4378
0.0173,0.0154
0.4322,0.4313
0.14,0.1328
0.4394,0.4419
0.0,0.2734
0.1241,0.1172
0.1534,0.1576
0.311,0.2696
0.0,0.0
0.4577,0.4625
0.4335,0.4289
0.3674,0.358
0.3842,0.3807
0.1889,0.179
0.3763,0.3719
0.4464,0.4578
0.1737,0.1753
0.3314,0.2637
0.2673,0.2704
0.0641,0.0497
0.002,0.0016
0.1041,0.1117
0.4375,0.4427
0.3747,0.3721
0.0,0.0
0.4384,0.4421
0.0,0.0
0.1308,0.1678
0.0017,0.0
0.2109,0.1994
0.1754,0.1783
0.0803,0.0938
0.0272,0.1719
0.3731,0.37
0.0039,0.0047
0.4479,0.4637
0.0878,0.2069
0.3571,0.3513
