ITE_true,ITE_malts
0.0,0.0
0.3901,0.2049
0.4609,0.4703
0.1132,0.1077
0.3312,0.3242
0.435,0.4238
0.0,0.0
0.1327,0.1347
0.0,0.0
0.0747,0.0818
0.4671,0.4631
0.2373,0.2477
0.1563,0.156
0.2891,0.2986
0.0,0.0
0.1796,0.1708
0.1332,0.1435
0.3355,0.3519
0.0,0.2214
0.2041,0.1801
0.4903,0.4754
0.2706,0.2718
0.0218,0.2007
0.0103,0.0092
0.0003,0.0001
0.3003,0.3133
0.2395,0.2019
0.3288,0.3239
0.0415,0.0338
0.0,0.0
0.1968,0.1973
0.3788,0.3752
0.1085,0.0983
0.0927,0.0915
0.0,0.0
0.2802,0.2388
0.3495,0.3406
0.4604,0.4658
0.3403,0.1995
0.2512,0.2413
0.4581,0.4729
0.1052,0.1004
0.2825,0.2849
0.0044,0.0032
0.008,0.0073
0.104,0.1062
0.3327,0.3418
0.4137,0.4106
0.0986,0.1108
0.1414,0.138
0.2893,0.2917
0.3077,0.3081
0.3807,0.3002
0.2866,0.3113
0.2191,0.2105
0.4667,0.4779
0.373,0.3823
0.1625,0.1574
0.4078,0.4067
0.2187,0.2198
0.0446,0.041
0.1479,0.152
0.3804,0.3641
0.0621,0.2273
0.2022,0.1957
0.3284,0.3338
0.0053,0.0016
0.254,0.2466
0.1928,0.2165
0.3681,0.3713
0.089,0.0803
0.1023,0.1129
0.0519,0.0638
0.0253,0.0236
0.0619,0.0546
0.4146,0.4022
0.1037,0.1017
0.4661,0.1665
0.271,0.2676
0.0584,0.0675
0.458,0.4426
0.0728,0.0695
0.3074,0.3173
0.168,0.1755
0.0,0.0
0.1947,0.1868
0.2381,0.2321
0.0911,0.0972
0.1019,0.1119
0.2176,0.2157
0.4169,0.4065
0.4592,0.464
0.2125,0.2131
0.3025,0.3228
0.1534,0.1506
0.1097,0.3046
0.207,0.2061
0.1046,0.1319
0.4177,0.4189
0.2633,0.2549
0.2892,0.2122
0.1581,0.1626
0.0593,0.0583
0.2918,0.2947
0.0014,0.0005
0.1349,0.1351
0.3491,0.3515
0.4731,0.4809
0.474,0.4854
0.0781,0.0748
0.0626,0.0495
0.2579,0.2456
0.0331,0.2462
0.0465,0.0509
0.0115,0.0063
0.2915,0.2797
0.0577,0.0517
0.3883,0.1509
0.4257,0.4262
0.2147,0.1727
0.2923,0.2946
0.0609,0.0665
0.0324,0.0233
0.3361,0.3356
0.0371,0.0381
0.1377,0.1372
0.0157,0.2041
0.2897,0.1537
0.4793,0.1657
0.2672,0.261
0.0,0.0
0.4626,0.4634
0.2795,0.1186
0.1966,0.1167
0.0153,0.0109
0.0008,0.0007
0.4139,0.4083
0.0406,0.0442
0.0,0.0
0.0077,0.0065
0.0982,0.0909
0.444,0.4378
0.1328,0.1634
0.2901,0.2899
0.4363,0.4316
0.2746,0.276
0.1877,0.1891
0.0,0.0
0.2716,0.2791
0.2308,0.2575
0.3503,0.3477
