X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,A
0.4549986171751972,0.5375516421022177,0.6687423239138995,0.15839214886461406,0.2085294051768799,0.21010267073251432,0.5753390277056867,0.7372139799711829,0.40797643616340207,0.7914309880506177,0.4166424592914786,1.0
0.8319172489027052,0.38880676275000847,0.7613990472717842,0.81466464225855,0.631987512654893,0.054511679067580476,0.4807625179949999,0.7652367202527068,0.459590289063194,0.6608952969798584,0.8079109796012302,1.0
0.1696362609526918,0.15191427365564303,0.8710791392065311,0.3612290835766121,0.9007729423821101,0.39155435155409235,0.29739107277420607,0.34791422347485657,0.007067261510460443,0.30750581094836427,0.035414321834025264,0.0
0.9623072365757975,0.845510423077576,0.4012242930029619,0.44444254100564284,0.2812178210569596,0.47822569314390273,0.16240353766035287,0.13520320348085502,0.12666736726917527,0.7477210581891942,0.6794849392849842,1.0
0.9555787285047602,0.6932716191360812,0.584013295667619,0.2864700211098803,0.7066953685403913,0.22195898302459682,0.3374809453886317,0.5707533703936754,0.9826630524252323,0.9022826032835058,0.9660792329355732,1.0
0.2224927320915574,0.22861839306661524,0.34944129525858125,0.215349951028038,0.03833411423082156,0.6666583674585334,0.4574043397158536,0.596130834550037,0.021632013886976775,0.10391337699995584,0.9449588231718286,1.0
0.3297299399071746,0.5920914615875907,0.1664634274507122,0.6639561875637469,0.7747734281176031,0.49757341974888847,0.4659437851446462,0.11328546314254517,0.11873935854419837,0.027391910882997417,0.13540148888827297,1.0
0.7579558924364257,0.4120494510485252,0.6406554315690184,0.941805755280754,0.4289710889713637,0.6315939054640347,0.7057637423474751,0.02713381774997703,0.8930074105758625,0.31699097262109266,0.5054641782801527,1.0
0.09876401278898861,0.9907560045340469,0.8163422175825761,0.3806801270753234,0.754629178499534,0.6068104886555258,0.1455984794173817,0.6042802311763764,0.7735918634268083,0.4102279184384907,0.25115699856826856,1.0
0.642376317833448,0.6848843019395026,0.5721085626028632,0.03332669162567803,0.9583835556969794,0.9564261985551373,0.3228333915855892,0.9224133688524994,0.37110563004876185,0.9974995856308144,0.8533747055290326,1.0
0.7464285215683927,0.1855049340384035,0.3008964099910961,0.22327503593954745,0.33436345533463474,0.26291138669329184,0.028586949378639703,0.6707729202773028,0.928976312656244,0.2372254815834327,0.9132590101824962,1.0
0.28509231846495775,0.9208074490673908,0.08330261918588111,0.0072959895060003,0.02994393739750756,0.5657598438668541,0.45604484128182365,0.7958092067145824,0.028809257109964403,0.399637093253413,0.2597598562458343,1.0
0.4565069535670765,0.8840115174201107,0.42265806480393764,0.5457767285069541,0.5844249108507198,0.10854730210039443,0.43302317528091117,0.4176290084833524,0.3747859532936074,0.11900711045534906,0.39638709638927727,1.0
0.52106800679468,0.6473497121577962,0.6150829374018124,0.003416347640116113,0.237542385765253,0.11534864327503191,0.2391779527474439,0.22716901108643395,0.4151736314547093,0.5430255934806842,0.6330801332057778,1.0
0.024789748325677596,0.6310478693647109,0.7495576381119798,0.7588736103732774,0.40502146155576424,0.43800465254812604,0.2483205505246875,0.6921425204467166,0.43940391184824523,0.3681672802521494,0.4125304007707866,1.0
0.9510409456005654,0.4321037287683389,0.41460569996392316,0.6401903159445078,0.9217496121096063,0.8562474496083751,0.1880919287005014,0.160409665924249,0.6589236264638008,0.9671624314196651,0.45038366575451805,1.0
0.7473039215441162,0.3524532845009908,0.05242544258433346,0.29428363877798536,0.03545438858648697,0.7756234292619311,0.6578365705117558,0.013562322051583253,0.04163993443621916,0.880268301952644,0.7278150628108742,1.0
0.5103316156419898,0.3899389826917484,0.6926833498103337,0.9013470868238762,0.6433944022421797,0.6812998376760865,0.7094887467306396,0.5260474047385533,0.8281286844340597,0.33669859878821395,0.41665836448843274,0.0
0.9016761289901406,0.7614626982344305,0.9933812124426237,0.0037620347712256086,0.8820782007677902,0.009203072773643295,0.05108583580269599,0.2866135445614244,0.9634294897110771,0.8287578093316479,0.7816232834499147,1.0
0.4748145820341153,0.8079093235123629,0.8287437896723971,0.35925339760054253,0.18619242427432037,0.055182967414368345,0.224175376281869,0.8575649059352558,0.7557723603365758,0.9654101120505817,0.579024390366738,1.0
0.02326139084366774,0.7618742536190249,0.30470065096658594,0.1851673757293646,0.2567977696467726,0.6156237202762592,0.021899166353561705,0.9490541468277023,0.8781680500937323,0.9844037277423006,0.01104867323734815,1.0
0.6209367882747424,0.14673558663955044,0.4678509494050682,0.1388604442705652,0.40784963427340715,0.5991748624924137,0.8675374546035473,0.1369052903847905,0.16969812997055933,0.42600920956567645,0.18650696292808433,1.0
0.48595157126747845,0.8332801949714773,0.6158637523880648,0.43811804696987067,0.1921395981097389,0.9269900569044859,0.3738811992994585,0.9696410116848225,0.13918487541284752,0.24055821194601523,0.8931545416494275,1.0
0.24193125124374693,0.23393852924985592,0.012889665237481807,0.32064994835229776,0.4012708609337914,0.37759708960868454,0.7112873240925878,0.9387066426708762,0.12972374926274544,0.43969929461142077,0.9986672037576568,1.0
0.5737866785100538,0.8417975404064808,0.11100001260471648,0.08138122812754012,0.2818418839829163,0.4558476365348614,0.7329240417997641,0.6107158670982759,0.46347751431503525,0.6255999206594579,0.7115734725968716,1.0
0.8733322506914837,0.5826090178381585,0.6059393919945817,0.839035034807777,0.20961321225712304,0.14515860659352375,0.4090327542429597,0.16796031656578259,0.41526751200373246,0.7773613818806312,0.3526091619515387,1.0
0.9154628589378917,0.6204421992333398,0.5468062352873982,0.6408349183142638,0.12196687708135301,0.5858896774108168,0.9586712401059697,0.6852133555493723,0.6278639372436724,0.7711084322185813,0.16425322083443783,1.0
0.022314345851193962,0.12345164200814018,0.8083907674906738,0.4399521543125098,0.15511380132446717,0.8841998261822978,0.6656070433861143,0.895195330946105,0.33989266905674287,0.35126053316238737,0.7075021424203911,1.0
0.7512255583241575,0.6120133508498126,0.8894492490443678,0.5702771618395232,0.3345165465150811,0.409387776432643,0.8677716487282187,0.24000609531544737,0.2644645184008786,0.8780001646159616,0.4198531230214415,1.0
0.25201562780991615,0.2714161690733172,0.5594888532681076,0.19028721385349645,0.6604395718992736,0.7934842449091006,0.6381301600556691,0.031475593049320016,0.5570090835032285,0.7441563093790479,0.2071732502685869,1.0
0.1144865832167622,0.2631671848192255,0.7592060522568282,0.23808271594055763,0.3724052312637065,0.4328141981086555,0.33151066097840876,0.025816278819278615,0.7598378185808552,0.14039173647237668,0.1168013199379001,1.0
0.0085388620435779,0.07130201866975117,0.5432788646525233,0.1103636841086143,0.5154152931158883,0.24147480098056662,0.296544051115595,0.07584595124542737,0.37658546288677763,0.2735119278245117,0.007479740292398729,1.0
0.7575523592592551,0.5173477816809335,0.03842071230834798,0.8095642787274635,0.13377812970721725,0.29055716689093214,0.13065809469924428,0.8894687189897127,0.35364501338479526,0.5942533310247329,0.37830811447383084,1.0
0.04520194663146859,0.7028052842108156,0.8527709422839369,0.8103569450743495,0.3546483368166673,0.5976734279250919,0.05256687039252439,0.5769265861736983,0.14758211752942663,0.6699120427616444,0.008202755383833082,1.0
0.6931089508332142,0.10253693313945289,0.868105424834063,0.2698376621737575,0.8955044873564235,0.808360542461647,0.5504098151137566,0.5693316637423425,0.5222259587152778,0.770875203504628,0.931631159216683,1.0
0.15243234535983474,0.8707114395974036,0.25052038759080375,0.12119133982280994,0.1678760101774276,0.594958061839942,0.4720804433861755,0.5272925508175809,0.012944993828644336,0.6782644734764031,0.032431177956312784,1.0
0.49748418658720084,0.035849994478769354,0.5339381004771305,0.7674639105711121,0.16612972209436994,0.25598601180890446,0.021813007523722838,0.8369959539801839,0.41049562520208815,0.4386077047444633,0.04150842693801593,1.0
0.9935336113090605,0.5997648034859753,0.40866105769348915,0.6551067587855212,0.8477514094001735,0.5645688630389091,0.3992437825795778,0.0708723354051457,0.5365273100852906,0.7330770598259545,0.5044819310475672,1.0
0.32519756050435145,0.607477018963029,0.8210788480507621,0.2058593079048201,0.8268292827019554,0.11735788856577689,0.2379976619609474,0.47701399754347096,0.05603375779195041,0.8127932568601014,0.7094004252848132,1.0
0.047275968478061925,0.6120224366437662,0.701408191202434,0.6069891169183043,0.3039385299927092,0.4175508631476954,0.8173757507040155,0.7881211019733461,0.7551635424954865,0.8632852692884045,0.31458208454158865,0.0
0.6067399085161591,0.9337602903785303,0.991183006895172,0.6404484649148087,0.8140878339980561,0.4955376289692326,0.11118765673880271,0.8854845687406807,0.9575176645242346,0.18421885618390954,0.5906509571123922,1.0
0.5800480080945404,0.9313334634649808,0.9510046603246105,0.6275929224658149,0.2930860253197066,0.4982925196881627,0.675634747083776,0.014163273760952388,0.23609772039550203,0.2709851129866713,0.3399236043441065,1.0
0.9616967510730701,0.6581831282448672,0.819419678734766,0.5732615273342385,0.7997722604304897,0.570872256468099,0.2826069748150072,0.6906600791904258,0.1625434988687553,0.8598276557985619,0.3388228753908422,1.0
0.5901639214072529,0.26074621712396095,0.3720274797244173,0.23141464960809488,0.15310574442264013,0.508613197645748,0.27425644538152505,0.7156334298259752,0.6660385257327589,0.2120406599853627,0.22200110946773854,1.0
0.08382554936073883,0.21025959846094322,0.26795793050026295,0.8416037741455075,0.7944133848787011,0.23353667422751712,0.910994593777085,0.03634854726018377,0.5492900573778972,0.08466910122645388,0.2566354102682563,1.0
0.6424391898435735,0.818347721364274,0.26664343417638403,0.8658848111039228,0.39583137302880045,0.9457167053893699,0.9088995362239628,0.24350765091569526,0.780125036610408,0.2600763645510863,0.23388861578833886,1.0
0.070377723995805,0.09590191061969433,0.46207277644131906,0.2903847269482398,0.4858103009823035,0.42357054885884005,0.575415133380129,0.7610424869852327,0.7975560318944189,0.7128082975073292,0.07076973666230835,1.0
0.8334384641286765,0.08378917956653176,0.6250011449901987,0.3254023357938417,0.06121881112114236,0.9723528223148292,0.7981860654569248,0.608974213181408,0.7668425006142894,0.4187776543220513,0.5880738612588999,1.0
0.46150398386769376,0.008307814989649831,0.27211485868632423,0.3718659570873689,0.120121330022957,0.33851069199895356,0.5287052736727454,0.797144865089221,0.7139420270437354,0.7438239530152082,0.49293719459956964,1.0
0.09238192632705844,0.025983593219063628,0.7708334478279628,0.20779856517390372,0.6138179028863592,0.9927996830811406,0.4396724406818797,0.45397986783236355,0.31391367099892076,0.6209470514363568,0.658249808279047,1.0
0.17891843470179236,0.4833588949921559,0.9400680356594368,0.7274620063317675,0.6363342858585533,0.46310296637882253,0.6844374706079787,0.08912160781940925,0.6578551009270371,0.8752735924534379,0.19939601494299375,0.0
0.9469477771760975,0.9660180438406261,0.5365971007749412,0.5522979676138602,0.04692075386751715,0.6009379450330657,0.636655801596782,0.1392606160438178,0.8293651065233153,0.9137900437617643,0.9535615193610224,1.0
0.3343157410666572,0.1147038473727251,0.1828782074096974,0.9621198725516683,0.026424946926641435,0.5729521556685724,0.8295000849508817,0.009415304391430568,0.33285807169603154,0.9279334209339204,0.753647626327357,1.0
0.02429431908738322,0.9809854363305636,0.7336367946847904,0.8159085624718353,0.920274337258358,0.5265112756746448,0.3131782876131457,0.9252037156312305,0.8663896856067114,0.6106340119321982,0.004922079536952451,1.0
0.8651378793013949,0.944506467706355,0.07960940590970433,0.17908838213914546,0.9000197582261585,0.8393740684642507,0.05319010115630718,0.011438862467622712,0.26808028926911265,0.2699420485380546,0.8991760143941597,1.0
0.16035476692507677,0.2033324577173612,0.04935938385941219,0.5020836459837443,0.9277838857696049,0.6737250878521368,0.46441274035239777,0.5085595624518704,0.19512219705932576,0.11607830318501822,0.9905651547447117,1.0
0.2466450392307178,0.2035763411206497,0.7486660022572218,0.24954819242417192,0.3374134908358478,0.23150586177099497,0.3440392112243885,0.20205963836462237,0.9475427315810873,0.3667980869575098,0.706284110535109,1.0
0.29880882165575595,0.9855224969772106,0.5662215865200211,0.007761768004785341,0.7084596455556723,0.5417734231818256,0.9989110514976951,0.521996215257419,0.9896129050131562,0.5708579386475021,0.7481569307472175,1.0
0.4139270966925428,0.009913999043273836,0.7455400617352326,0.018620909213483472,0.9722664400751198,0.8872289433942642,0.35429407684282754,0.905751564748988,0.4300468821534116,0.6797358095130812,0.6628332254346482,0.0
0.10571270146047473,0.11664705989445279,0.9356341016634916,0.23280680321901648,0.6078656963902392,0.0871648218166341,0.8444809127578522,0.1578749940624362,0.034339877541804675,0.7807059289242211,0.6496290563368253,0.0
0.0587442116143535,0.9764535111181946,0.9851690800464253,0.2544714879753327,0.11647037744571698,0.4410366480452085,0.5106881784987104,0.892089476026902,0.8159772211650914,0.8843618545049905,0.3143786552973785,0.0
