ITE_true,ITE_malts
0.4419,0.4559
0.2665,0.2717
0.4713,0.4804
0.459,0.4563
0.3024,0.2991
0.0,0.0
0.0,0.0
0.0189,0.0155
0.4649,0.4713
0.3956,0.4006
0.0367,0.0359
0.3665,0.3617
0.4524,0.4497
0.0032,0.0031
0.0,0.0
0.0215,0.0141
0.2893,0.2873
0.0,0.0
0.1631,0.1725
0.4586,0.4411
0.0357,0.0317
0.4219,0.1322
0.3281,0.3253
0.0377,0.0476
0.1479,0.142
0.0,0.0
0.2788,0.2908
0.2832,0.2861
0.0168,0.0145
0.1038,0.0956
0.4634,0.4702
0.2331,0.2388
0.4836,0.4893
0.4819,0.4742
0.3788,0.3762
0.0262,0.2628
0.0,0.0
0.151,0.1503
0.0,0.0
0.0636,0.1485
0.2155,0.2249
0.0037,0.0027
0.0,0.0
0.3778,0.3811
0.0244,0.025
0.4278,0.421
0.0,0.0
0.3557,0.3571
0.2291,0.233
0.3561,0.2397
0.4186,0.431
0.0665,0.0679
0.0397,0.2501
0.1007,0.1335
0.2762,0.2792
0.3712,0.3772
0.3942,0.399
0.1,0.1179
0.4344,0.2531
0.0,0.2855
0.2286,0.2279
0.3172,0.2693
0.0,0.0
0.4271,0.4189
0.4696,0.4616
0.0,0.0
0.3711,0.3669
0.3612,0.3468
0.3063,0.2419
0.0012,0.3114
0.0002,0.261
0.352,0.3714
0.4186,0.4166
0.0542,0.0545
0.0,0.0
0.4643,0.4542
0.0074,0.0077
0.2115,0.2016
0.0164,0.0132
0.1601,0.174
0.487,0.4706
0.0127,0.0126
0.3337,0.2282
0.0288,0.0348
0.4395,0.439
0.3536,0.3421
0.2359,0.2275
0.3859,0.3822
0.0061,0.007
0.0092,0.1305
0.2897,0.1333
0.0028,0.0014
0.0065,0.0048
0.0,0.0
0.0472,0.1557
0.4284,0.1768
0.3702,0.1826
0.0,0.1681
0.0014,0.0
0.3484,0.1471
0.1103,0.1207
0.4525,0.1875
0.4601,0.4546
0.4537,0.4564
0.3784,0.3894
0.0375,0.0365
0.1564,0.1534
0.2608,0.2674
0.1885,0.192
0.0213,0.0176
0.1033,0.1056
0.0013,0.0012
0.0009,0.1626
0.2598,0.2585
0.3284,0.1405
0.3344,0.3335
0.0017,0.0007
0.0247,0.0193
0.4331,0.4336
0.086,0.0815
0.1643,0.1619
0.0293,0.0314
0.2944,0.2814
0.1096,0.1082
0.4524,0.4568
0.382,0.3961
0.0322,0.0394
0.3007,0.2296
0.0007,0.0
0.1458,0.1433
0.4922,0.4951
0.3608,0.3606
0.0026,0.0023
0.1809,0.1425
0.4651,0.4584
0.0,0.0
0.0,0.0
0.1304,0.1344
0.1878,0.1437
0.0136,0.0131
0.1797,0.1251
0.0364,0.0378
0.4748,0.4712
0.0338,0.0425
0.0199,0.0196
0.3331,0.3249
0.1231,0.1088
0.1998,0.1931
0.3984,0.4049
0.3518,0.3556
0.1639,0.2142
0.0645,0.0564
0.4676,0.461
0.0041,0.0034
0.088,0.0748
0.1335,0.1209
0.0196,0.2283
0.1539,0.1555
0.3938,0.3986
0.4584,0.4635
0.3555,0.3466
0.0899,0.0794
0.3969,0.4032
0.2146,0.2079
0.4028,0.3866
0.0648,0.0539
0.0,0.0
0.046,0.261
0.4523,0.4501
0.403,0.3947
0.2155,0.2146
0.3441,0.3898
0.2138,0.2755
0.0255,0.2604
0.0681,0.0662
0.3554,0.3708
0.0051,0.0054
0.491,0.2103
0.4899,0.475
0.2807,0.2873
0.4654,0.4681
0.0,0.0
0.4317,0.1987
0.0026,0.0019
0.0104,0.0126
0.4819,0.4915
0.1692,0.1681
0.0447,0.0449
0.0215,0.0246
0.1732,0.1674
0.011,0.0063
0.0102,0.0105
0.0088,0.0076
0.0698,0.1571
0.2242,0.2285
0.351,0.3764
0.0,0.2118
0.3371,0.3172
0.3729,0.3698
0.1534,0.1785
0.3512,0.3492
0.0054,0.0019
0.2942,0.2955
0.4713,0.4638
0.3948,0.392
0.0,0.0
0.0,0.0
0.0176,0.0234
0.4538,0.4654
0.0073,0.0037
0.2553,0.2668
0.3303,0.3358
0.2188,0.236
0.0,0.0
0.0211,0.0246
0.4011,0.4021
0.2098,0.108
0.3354,0.3395
0.0,0.0
0.445,0.4454
0.0,0.0
0.0119,0.0108
0.0,0.0
0.4089,0.4158
0.4724,0.4608
0.4197,0.4216
0.0236,0.034
0.1707,0.2786
0.3594,0.3523
0.3894,0.3948
0.0003,0.3434
0.0,0.0
0.2535,0.2691
0.4324,0.4301
0.485,0.4981
0.0021,0.2675
0.4042,0.3967
0.4279,0.4381
0.3302,0.3314
0.0064,0.0079
0.0476,0.0479
0.0733,0.0789
0.3245,0.3574
0.4115,0.4221
0.4222,0.4434
0.189,0.2577
0.0,0.2661
0.0568,0.0569
0.418,0.422
0.457,0.443
0.081,0.0796
0.4923,0.2221
0.0588,0.0621
0.4456,0.4481
0.3458,0.352
0.0334,0.0357
0.0727,0.0774
0.0823,0.087
0.0682,0.069
0.0186,0.0181
0.0169,0.0144
0.0925,0.093
0.014,0.016
0.1336,0.1522
0.2845,0.2822
0.4903,0.4896
0.0723,0.0791
0.4128,0.4431
0.2599,0.255
0.4475,0.447
0.3622,0.366
0.4571,0.4562
0.0074,0.0057
0.2265,0.2167
0.1142,0.1157
0.2073,0.1916
0.0,0.0
0.3332,0.3407
0.2868,0.2877
0.0,0.1406
0.3835,0.203
0.0222,0.0171
0.2689,0.2681
0.0207,0.0205
0.2084,0.2178
0.4251,0.4225
0.3357,0.3492
0.3319,0.3376
0.3639,0.3697
0.2473,0.2512
0.0477,0.0471
0.0,0.0
0.0,0.0
0.2805,0.2869
0.1059,0.1021
0.3663,0.3853
0.0084,0.0115
0.0933,0.1745
0.0,0.0
0.0462,0.0375
0.0425,0.1725
0.0,0.0
0.4559,0.4475
0.4342,0.4556
0.0125,0.01
0.2469,0.141
0.4386,0.4432
0.1433,0.1332
0.001,0.0
0.065,0.0673
0.0125,0.0106
0.4258,0.4357
0.2242,0.2153
0.3033,0.3199
0.2914,0.2839
0.0272,0.0255
0.1411,0.1285
0.4844,0.4857
0.3328,0.3317
0.3178,0.3085
0.4768,0.4659
0.1563,0.1537
0.0788,0.0795
0.003,0.0024
0.0123,0.0085
0.4402,0.436
0.1898,0.177
0.0002,0.0
0.2627,0.2477
0.1172,0.0929
0.2822,0.2743
0.1831,0.1317
0.0008,0.0
0.4216,0.4348
0.0357,0.0363
0.0606,0.0497
0.015,0.0142
0.2587,0.2723
0.1177,0.1047
0.0736,0.1808
0.0184,0.0151
0.0716,0.0597
0.2511,0.2179
0.3762,0.3738
0.4633,0.4631
0.0,0.0
0.4639,0.4541
0.4541,0.455
0.2952,0.2288
0.0477,0.0405
0.3959,0.3974
0.2032,0.1999
0.0,0.0
0.0,0.0
0.1859,0.1817
0.2103,0.1969
0.2108,0.2341
0.0336,0.029
0.081,0.0794
0.4565,0.464
0.3863,0.3884
0.4518,0.446
0.4559,0.4606
0.2153,0.2129
0.5029,0.5087
0.0,0.0
0.3028,0.3266
0.0855,0.1003
0.2104,0.2743
0.204,0.2048
0.1324,0.1355
0.0863,0.0876
0.4036,0.4028
0.0459,0.0424
0.2593,0.2815
0.4513,0.4586
0.0,0.0
0.4593,0.4617
0.074,0.2946
0.3187,0.3105
0.1711,0.1621
0.1249,0.1238
0.3083,0.3122
0.4947,0.4981
0.1574,0.19
0.1017,0.177
0.1452,0.1488
0.0109,0.0077
