ITE_true,ITE_malts
0.0022,0.0016
0.0007,0.0005
0.1824,0.175
0.0445,0.0424
0.1728,0.1272
0.0387,0.0374
0.251,0.2416
0.0058,0.003
0.4561,0.468
0.0298,0.0271
0.4658,0.4614
0.4985,0.1619
0.3938,0.2072
0.0,0.0
0.003,0.0021
0.0352,0.0333
0.4246,0.4289
0.3961,0.183
0.47,0.4718
0.0,0.0
0.2593,0.2656
0.0027,0.0015
0.1948,0.1985
0.4643,0.4591
0.1533,0.153
0.4054,0.4106
0.0029,0.002
0.5169,0.5103
0.0725,0.0689
0.1304,0.1276
0.457,0.1948
0.0458,0.0425
0.1961,0.1942
0.4667,0.4597
0.0,0.0
0.3688,0.3775
0.4662,0.4626
0.0453,0.0402
0.097,0.0978
0.4595,0.4641
0.1085,0.1432
0.0734,0.0711
0.2551,0.2467
0.347,0.3464
0.0185,0.0182
0.18,0.1753
0.4587,0.4526
0.0359,0.0345
0.0,0.0
0.2013,0.1899
0.0039,0.0014
0.0131,0.2015
0.0,0.0
0.4496,0.4533
0.3266,0.3205
0.2789,0.1892
0.4478,0.4539
0.0385,0.0323
0.0505,0.0591
0.0,0.0
0.4293,0.4257
0.145,0.2375
0.4722,0.4567
0.0361,0.0346
0.3406,0.3406
0.0,0.0
0.429,0.4268
0.0,0.0
0.3867,0.1771
0.0005,0.0
0.1048,0.2121
0.3077,0.3159
0.2114,0.1993
0.1454,0.1491
0.285,0.288
0.4468,0.4353
0.0096,0.0093
0.4525,0.4436
0.2446,0.2669
0.4045,0.2531
0.1834,0.2047
0.0025,0.2879
0.4251,0.432
0.4106,0.4011
0.0253,0.026
0.1968,0.1834
0.1235,0.1093
0.4603,0.4481
0.3971,0.4109
0.0,0.0
0.1596,0.1521
0.4459,0.4566
0.1372,0.1365
0.0184,0.0188
0.2362,0.2277
0.2758,0.2861
0.0014,0.2585
0.356,0.3501
0.4196,0.4173
0.0,0.0
0.3122,0.3103
0.2168,0.2162
0.2057,0.187
0.078,0.068
0.3071,0.3173
0.3578,0.3573
0.4608,0.4582
0.327,0.209
0.4089,0.4192
0.3517,0.1929
0.0856,0.072
0.0064,0.0045
0.0023,0.0
0.061,0.0628
0.1374,0.1369
0.0153,0.2016
0.3583,0.2027
0.4165,0.1785
0.3852,0.3909
0.4639,0.4693
0.1715,0.1692
0.2501,0.2615
0.0013,0.2565
0.3841,0.3832
0.0,0.0
0.457,0.2198
0.3967,0.3926
0.0051,0.0067
0.2755,0.2772
0.2055,0.1998
0.0295,0.0294
0.4225,0.4249
0.4905,0.4824
0.2224,0.3196
0.3706,0.3759
0.4186,0.4196
0.4782,0.4818
0.1366,0.3721
0.4064,0.4051
0.0053,0.0054
0.2991,0.3294
0.0871,0.286
0.39,0.3882
0.1662,0.1611
0.0027,0.001
0.2843,0.2848
0.3649,0.3496
0.4055,0.4087
0.1774,0.1833
0.1087,0.1255
0.4414,0.435
0.3564,0.3574
0.2891,0.2841
0.0095,0.0057
0.4243,0.259
0.0,0.0
0.3679,0.3588
0.4773,0.4863
0.0075,0.2725
0.4015,0.4036
0.005,0.3492
0.4803,0.4796
0.441,0.4522
0.0533,0.0431
0.1143,0.3547
0.0264,0.0258
0.3939,0.3927
0.4494,0.4402
0.2406,0.2511
0.1291,0.3191
0.4674,0.4643
0.4739,0.4821
0.468,0.4713
0.2641,0.2272
0.2537,0.3025
0.0857,0.0901
0.0173,0.0169
0.0044,0.0031
0.0,0.0
0.0735,0.0764
0.0114,0.0118
0.022,0.018
0.4709,0.4646
0.2605,0.256
0.3378,0.3348
0.0167,0.0159
0.0298,0.0226
0.3858,0.3968
