ITE_true,ITE_malts
0.3389,0.3515
0.194,0.2022
0.1444,0.1489
0.0302,0.0318
0.1374,0.1628
0.1882,0.2097
0.2909,0.2984
0.316,0.2246
0.4193,0.4182
0.1198,0.12
0.4431,0.4381
0.0427,0.0335
0.022,0.0173
0.024,0.0199
0.4661,0.4723
0.4425,0.1859
0.3325,0.3356
0.0,0.0
0.0039,0.0025
0.1581,0.1501
0.4033,0.4019
0.0019,0.0013
0.0018,0.0012
0.1831,0.1694
0.1534,0.1499
0.3038,0.3057
0.1476,0.2111
0.1571,0.1494
0.2474,0.2686
0.2162,0.2845
0.2606,0.256
0.4044,0.4063
0.4477,0.4514
0.4676,0.4619
0.0,0.0
0.1554,0.1692
0.4255,0.417
0.4299,0.435
0.2278,0.2283
0.192,0.2988
0.4466,0.4608
0.4707,0.4625
0.1372,0.1377
0.0051,0.0039
0.2883,0.2938
0.2569,0.259
0.2623,0.1873
0.074,0.0701
0.1869,0.209
0.4153,0.4207
0.0,0.0
0.0061,0.0044
0.4251,0.4286
0.0062,0.2022
0.2029,0.1999
0.1952,0.1951
0.0817,0.0868
0.3352,0.3419
0.4113,0.4105
0.3408,0.3392
0.384,0.3836
0.0,0.0
0.4201,0.3986
0.0,0.0
0.0231,0.0239
0.4747,0.472
0.0164,0.0141
0.4707,0.4545
0.0987,0.0955
0.4793,0.4573
0.3209,0.3495
0.1238,0.1161
0.4656,0.4608
0.4813,0.4696
0.3915,0.372
0.2574,0.2394
0.1808,0.1694
0.035,0.0311
0.1021,0.1281
0.4029,0.2003
0.1654,0.1558
0.2628,0.2457
0.1646,0.1472
0.0634,0.0581
0.4416,0.4182
0.2983,0.2858
0.4798,0.4717
0.4825,0.2451
0.1206,0.1138
0.0,0.0
0.4104,0.3856
0.2701,0.2634
0.0945,0.0831
0.4658,0.4698
0.1843,0.1794
0.4584,0.2628
0.0075,0.0066
0.347,0.3393
0.4771,0.4675
0.0061,0.0054
0.218,0.1985
0.0094,0.2631
0.0253,0.2466
0.435,0.4269
0.2694,0.2807
0.1051,0.1022
0.3022,0.1683
0.3264,0.3222
0.3302,0.2931
0.2047,0.1936
0.2737,0.2608
0.0078,0.0034
0.4539,0.4353
0.4333,0.4192
0.2696,0.2581
0.172,0.1749
0.0293,0.0256
0.0084,0.2233
0.1511,0.148
0.1335,0.1284
0.3159,0.3054
0.0074,0.0083
0.0113,0.0093
0.2689,0.1115
0.2342,0.2204
0.2393,0.2401
0.0,0.0
0.3819,0.154
0.0,0.0
0.2111,0.1948
0.2524,0.252
0.2738,0.2667
0.4428,0.4316
0.3875,0.4034
0.0161,0.0152
0.0264,0.2672
0.0139,0.0133
0.152,0.1579
0.4087,0.4086
0.0425,0.2597
0.4606,0.2608
0.4419,0.4371
0.1728,0.1675
0.0,0.0
0.0391,0.3214
0.3791,0.3739
0.4236,0.4144
0.4723,0.2819
0.1149,0.1162
0.4967,0.5001
0.4982,0.4912
0.0619,0.0543
0.0118,0.0079
0.2257,0.2271
0.4178,0.4121
0.0206,0.0183
0.4615,0.4527
0.2837,0.23
0.0295,0.032
0.231,0.2144
0.0306,0.0282
0.3851,0.3694
0.4578,0.121
0.388,0.3703
0.0,0.0
0.3108,0.3022
0.0894,0.073
0.0584,0.1661
0.4164,0.157
0.1721,0.1518
0.0,0.0
0.1465,0.1467
0.3446,0.3385
0.0,0.0
0.4449,0.4609
0.0318,0.0281
0.4604,0.4574
0.0,0.0
0.1018,0.0902
0.0,0.2309
0.2487,0.2475
0.0086,0.0078
