ITE_true,ITE_malts
0.4694,0.4783
0.1489,0.1483
0.2805,0.285
0.4288,0.4367
0.0627,0.2755
0.441,0.4305
0.1641,0.2263
0.4072,0.4137
0.3703,0.3674
0.3644,0.1832
0.0566,0.06
0.0399,0.0336
0.0055,0.0023
0.0121,0.01
0.3769,0.3781
0.0648,0.0659
0.1823,0.1981
0.4062,0.4169
0.0,0.2236
0.2875,0.2881
0.1816,0.1787
0.3051,0.3068
0.2068,0.2555
0.4837,0.477
0.1632,0.1608
0.0014,0.0019
0.3996,0.3997
0.4155,0.4084
0.4088,0.4202
0.2701,0.2705
0.2699,0.2733
0.2622,0.2691
0.0,0.0
0.4607,0.4546
0.3995,0.4258
0.3982,0.323
0.2352,0.2204
0.3149,0.3228
0.0486,0.0485
0.4055,0.4082
0.4579,0.4777
0.4286,0.4207
0.4613,0.4631
0.0,0.3481
0.1325,0.1442
0.4525,0.445
0.3752,0.3857
0.3068,0.281
0.1543,0.1634
0.4664,0.4801
0.0501,0.0446
0.0309,0.0299
0.4102,0.4161
0.0,0.0
0.0025,0.0017
0.3308,0.3361
0.4647,0.4712
0.4198,0.3531
0.176,0.1952
0.5117,0.5134
0.4551,0.4552
0.46,0.451
0.4352,0.4136
0.2745,0.3614
0.2842,0.3915
0.0514,0.0577
0.4842,0.4746
0.3863,0.3784
0.1172,0.1191
0.0595,0.3478
0.4658,0.458
0.4583,0.4675
0.3152,0.3081
0.4745,0.4717
0.0718,0.0625
0.4523,0.4436
0.0054,0.0039
0.0033,0.3102
0.3785,0.3811
0.1636,0.1884
0.1588,0.1508
0.4581,0.4621
0.1511,0.1579
0.4232,0.416
0.4301,0.2906
0.4552,0.4464
0.0973,0.2991
0.0,0.0
0.3931,0.4025
0.2817,0.2769
0.2418,0.239
0.0,0.2437
0.1011,0.0998
0.4592,0.4746
0.0169,0.0192
0.2023,0.2073
0.1053,0.1174
0.2682,0.28
0.2311,0.2694
0.0,0.0
0.3668,0.3695
0.1856,0.2023
0.4587,0.4527
0.2708,0.2019
0.0,0.0
0.2245,0.2247
0.0764,0.077
0.2645,0.2788
0.0837,0.0921
0.4517,0.4528
0.0025,0.0024
0.0,0.0
0.437,0.4314
0.0004,0.0
0.0127,0.0111
0.4216,0.4203
0.0252,0.023
0.0511,0.1785
0.0064,0.0057
0.456,0.464
0.2134,0.2174
0.0407,0.0565
0.0334,0.0297
0.3235,0.1407
0.1208,0.1829
0.4383,0.4508
0.0082,0.0057
0.0,0.1694
0.0106,0.0094
0.1352,0.1426
0.4146,0.1917
0.3573,0.3613
0.1463,0.1498
0.0945,0.1064
0.4015,0.4002
0.1917,0.1803
0.0447,0.0448
0.4472,0.4453
0.0,0.0
0.0061,0.0055
0.1032,0.1841
0.0006,0.0
0.2068,0.2075
0.4273,0.4274
0.0755,0.081
0.4459,0.4419
0.0,0.0
0.0559,0.0648
0.0326,0.2289
0.0119,0.0145
0.3922,0.388
0.2495,0.2548
0.3445,0.1955
0.4222,0.4244
0.0,0.0
0.0025,0.002
0.0046,0.0054
0.2545,0.2599
0.4758,0.4871
0.0945,0.0876
0.0753,0.0689
0.343,0.3263
0.0406,0.0557
0.0,0.0
0.1024,0.1019
0.0782,0.0674
0.2546,0.2442
0.011,0.012
0.0698,0.0708
0.0,0.0
0.0,0.0
0.0038,0.0031
0.0,0.0
0.2515,0.0767
0.3558,0.3837
0.1406,0.14
0.3838,0.3863
0.1389,0.1416
0.0106,0.2003
0.0328,0.0322
0.3524,0.3455
0.3823,0.3871
0.0443,0.2166
0.3444,0.3513
0.2121,0.2389
0.4352,0.2476
0.0362,0.2303
