ITE_true,ITE_malts
0.1041,0.1045
0.3725,0.3408
0.3389,0.3479
0.3812,0.3777
0.3462,0.3414
0.4442,0.4318
0.2538,0.2479
0.1328,0.3139
0.3108,0.3216
0.4616,0.4601
0.2224,0.232
0.4644,0.4511
0.1197,0.1094
0.0176,0.0126
0.326,0.3422
0.0013,0.0003
0.0839,0.2243
0.1365,0.1337
0.2582,0.2605
0.4726,0.454
0.1593,0.1592
0.0878,0.223
0.0099,0.0049
0.4523,0.4471
0.0501,0.0572
0.2931,0.2996
0.0,0.2421
0.4305,0.4232
0.4286,0.1898
0.062,0.074
0.3441,0.3459
0.0161,0.1528
0.3003,0.1525
0.0,0.0
0.1248,0.1243
0.0289,0.0406
0.1739,0.1666
0.0052,0.0046
0.1743,0.1835
0.4905,0.4965
0.1084,0.1102
0.0567,0.0656
0.0124,0.0149
0.2476,0.253
0.0173,0.2176
0.235,0.2455
0.2122,0.2119
0.3242,0.326
0.0,0.0
0.3018,0.3024
0.0,0.0
0.3426,0.3431
0.4462,0.4478
0.4794,0.4833
0.431,0.4307
0.3709,0.2435
0.0893,0.0949
0.0017,0.0004
0.0102,0.0093
0.2805,0.2734
0.3159,0.3095
0.4073,0.4097
0.0164,0.2195
0.4323,0.2479
0.1087,0.1158
0.3251,0.3401
0.1495,0.1547
0.42,0.4203
0.3519,0.3544
0.3245,0.2685
0.3239,0.314
0.3079,0.3252
0.1695,0.1683
0.0165,0.0185
0.3921,0.3824
0.2292,0.2228
0.4847,0.4888
0.0513,0.0418
0.4004,0.3996
0.139,0.1904
0.0233,0.0217
0.0,0.0
0.213,0.2359
0.0511,0.0496
0.1118,0.1159
0.3077,0.2995
0.146,0.1294
0.1255,0.1435
0.3752,0.3856
0.1683,0.1252
0.0092,0.0061
0.0009,0.0003
0.4808,0.149
0.1826,0.1561
0.1029,0.1172
0.0627,0.0622
0.1048,0.1034
0.0055,0.0022
0.3442,0.3405
0.4187,0.4124
0.2037,0.1868
0.4342,0.4407
0.1951,0.2872
0.4162,0.4219
0.2893,0.3172
0.4676,0.4692
0.1851,0.1823
0.2013,0.2155
0.1098,0.118
0.1739,0.1889
0.0,0.0
0.4648,0.2267
0.3181,0.3413
0.3855,0.2482
0.3353,0.3244
0.4542,0.2478
0.4243,0.4238
0.2461,0.2447
0.0827,0.0885
0.4017,0.4079
0.4405,0.4366
0.0277,0.0348
0.082,0.0824
0.4889,0.4847
0.0109,0.0095
0.4331,0.4478
0.0,0.0
0.4045,0.4033
0.3789,0.3773
0.4193,0.2619
0.0,0.0
0.0506,0.0609
0.4193,0.42
0.3466,0.364
0.4187,0.4166
0.0008,0.1642
0.0,0.0
0.0425,0.0565
0.0,0.0
0.0034,0.2548
0.032,0.038
0.378,0.372
0.254,0.1822
0.4511,0.4542
0.0008,0.2113
0.3369,0.3334
0.4302,0.4347
0.0618,0.0732
0.0909,0.0957
0.1221,0.1288
0.0,0.2411
0.1466,0.2254
0.0076,0.0084
0.4746,0.2344
0.2576,0.2125
0.024,0.0249
0.2838,0.2838
0.3778,0.3888
0.4004,0.4299
0.2084,0.1787
0.3275,0.3219
0.3804,0.3735
0.0094,0.0106
0.1765,0.1772
0.0021,0.0014
0.1255,0.1194
0.0006,0.0
0.2379,0.2309
0.0571,0.0516
0.0646,0.0828
0.0168,0.0206
0.0897,0.0833
0.0,0.1858
0.4031,0.4009
0.0,0.0
0.3968,0.4105
0.3538,0.3594
0.0977,0.0983
0.4794,0.2297
0.1751,0.168
0.0097,0.0095
0.1861,0.2319
0.4379,0.4312
0.0,0.0
0.4741,0.4729
0.2852,0.289
0.0028,0.0023
0.3582,0.3625
0.4748,0.4755
0.0,0.0
0.3884,0.391
0.0865,0.2501
0.4517,0.4467
0.1351,0.1379
0.2117,0.2172
0.2615,0.2651
0.2502,0.2551
0.0015,0.0008
0.3242,0.3018
0.4919,0.4924
0.4039,0.3118
0.0817,0.0864
0.4954,0.4946
0.4533,0.4483
0.2728,0.2639
0.4407,0.4478
0.2329,0.2229
0.0009,0.0001
0.0007,0.3491
0.4902,0.5019
0.147,0.2952
0.2201,0.2765
0.3669,0.3697
0.4472,0.4498
0.0,0.0
0.1442,0.1318
0.3153,0.3246
0.213,0.2138
0.0,0.0
0.0037,0.0014
0.0349,0.0333
0.1786,0.1727
0.1821,0.2087
0.4534,0.4575
0.2659,0.2487
0.4566,0.4562
0.3391,0.3485
0.4358,0.4245
0.0,0.3503
0.0787,0.3397
0.3603,0.3651
0.3226,0.3241
0.1135,0.121
0.4523,0.4568
0.205,0.2056
0.3817,0.3769
0.0191,0.2571
0.0,0.0
0.1975,0.23
0.0153,0.0079
0.4063,0.4021
0.3742,0.3693
0.3807,0.3781
0.0927,0.0921
0.4553,0.4634
0.0892,0.0781
0.2243,0.2293
0.4588,0.4523
0.4967,0.5019
0.2971,0.2871
0.0186,0.0147
0.0498,0.0417
0.3118,0.2977
0.0293,0.31
0.4492,0.454
0.274,0.2693
0.3209,0.3235
0.385,0.3759
0.018,0.0166
0.4601,0.4616
0.4718,0.4699
0.4764,0.4641
