ITE_true,ITE_malts
0.4604,0.4694
0.2721,0.2951
0.2747,0.2791
0.3862,0.3822
0.4483,0.4408
0.1711,0.1692
0.0,0.0
0.1534,0.2485
0.4687,0.4752
0.0505,0.0708
0.0,0.2163
0.4393,0.4339
0.4353,0.2211
0.0522,0.0529
0.0295,0.0295
0.0315,0.2645
0.3464,0.3512
0.2395,0.2417
0.349,0.3511
0.128,0.2075
0.0458,0.2003
0.4537,0.4668
0.0152,0.0135
0.0765,0.0764
0.0059,0.0065
0.3544,0.3606
0.0057,0.0065
0.1794,0.2092
0.4103,0.4163
0.222,0.2255
0.2944,0.1969
0.1723,0.1869
0.087,0.0815
0.3737,0.3736
0.3966,0.1949
0.1073,0.1184
0.3977,0.2267
0.4973,0.2448
0.0188,0.0138
0.0563,0.0588
0.1318,0.1345
0.2871,0.2242
0.2899,0.2916
0.4826,0.4837
0.4817,0.4877
0.212,0.2076
0.2742,0.2754
0.0018,0.2799
0.1333,0.1392
0.4396,0.4453
0.4448,0.455
0.0354,0.0338
0.0,0.0
0.0,0.0
0.041,0.2586
0.4045,0.4133
0.1208,0.1473
0.3713,0.3804
0.294,0.3065
0.3765,0.2932
0.4445,0.4466
0.1325,0.1276
0.1139,0.1261
0.4334,0.4376
0.0559,0.0588
0.3022,0.3245
0.0747,0.0688
0.2484,0.2428
0.0042,0.0023
0.3793,0.3784
0.4351,0.4268
0.1667,0.1721
0.2821,0.279
0.0,0.0
0.4423,0.4364
0.4575,0.4478
0.0052,0.0071
0.4614,0.4525
0.4612,0.457
0.0521,0.0687
0.0689,0.0673
0.3724,0.272
0.4584,0.4652
0.2996,0.2972
0.099,0.1026
0.3899,0.3831
0.1462,0.1552
0.184,0.2617
0.1659,0.1733
0.26,0.2575
0.3152,0.3065
0.1847,0.203
0.0547,0.0497
0.2596,0.2803
0.4233,0.4285
0.4423,0.2244
0.4304,0.2449
0.0486,0.0502
0.0066,0.0059
0.066,0.0511
0.0245,0.2166
0.4274,0.4306
0.4338,0.4314
0.058,0.0675
0.2446,0.2543
0.0953,0.0951
0.2651,0.1896
0.4458,0.2216
0.4328,0.2387
0.0668,0.0693
0.2349,0.2296
0.3784,0.1653
0.0828,0.0886
0.2221,0.226
0.3613,0.3575
0.3859,0.3732
0.0493,0.0454
0.0313,0.215
0.0,0.0
0.008,0.0054
0.303,0.3123
0.0052,0.1988
0.322,0.3194
0.3808,0.3807
0.0,0.0
0.4476,0.4617
0.0084,0.0063
0.3348,0.2201
0.4047,0.4018
0.1568,0.154
0.0,0.0
0.3688,0.3708
0.1063,0.11
0.3617,0.3757
0.3277,0.256
0.2743,0.2698
0.2439,0.2397
0.0546,0.0687
0.4873,0.4843
0.2246,0.3252
0.422,0.4244
0.05,0.0501
0.4574,0.4559
0.4637,0.4686
0.3326,0.3004
0.2089,0.211
0.4424,0.4447
0.2244,0.2259
0.0136,0.2811
0.0002,0.0
0.4518,0.4484
0.0191,0.0227
0.1724,0.1802
0.4399,0.455
0.2567,0.248
0.3403,0.3351
0.0272,0.0224
0.3183,0.3271
0.4301,0.443
0.0737,0.0731
0.2709,0.2677
0.1483,0.1736
0.2187,0.2296
0.0004,0.0
0.0058,0.0089
0.0,0.1592
0.1653,0.1689
0.0222,0.1408
0.483,0.4781
0.1805,0.172
0.0665,0.0608
0.0045,0.0022
0.2336,0.2076
0.4525,0.4455
0.0517,0.051
0.0031,0.0027
0.0,0.2055
0.1693,0.176
0.0428,0.1916
0.3831,0.3951
0.1512,0.1579
0.1697,0.1779
0.4874,0.4819
0.0,0.0
0.0115,0.0116
0.4502,0.461
0.4212,0.4221
0.0424,0.0459
0.0064,0.0063
0.183,0.183
0.0039,0.2931
0.4026,0.3979
0.4319,0.4288
0.4255,0.2635
0.3843,0.3013
0.2147,0.2198
0.1628,0.2853
0.4853,0.4684
0.4293,0.4248
0.0282,0.0357
0.3898,0.3935
0.3501,0.3471
0.4455,0.2494
0.001,0.2425
0.0162,0.0183
0.0116,0.0098
0.2172,0.2128
0.4481,0.4651
0.0017,0.0012
0.0,0.0
0.0149,0.0111
0.0007,0.001
0.4701,0.4574
0.0027,0.0032
0.4081,0.4248
0.055,0.0494
0.2028,0.2433
0.0116,0.0094
0.1511,0.1579
0.3311,0.3309
0.2793,0.271
0.3199,0.3109
0.4397,0.4379
0.0489,0.0469
0.0359,0.0401
0.0052,0.0033
0.4182,0.2033
0.0504,0.1772
0.012,0.1578
0.3851,0.3935
0.2133,0.2079
0.2813,0.3012
0.0772,0.067
0.12,0.1104
0.4909,0.082
0.0,0.0
0.0,0.0
0.0,0.0
0.04,0.0302
0.0012,0.0003
0.3915,0.0232
0.0642,0.0579
0.0399,0.0397
0.0209,0.0311
0.2495,0.0488
0.0,0.0
0.2675,0.072
0.3387,0.339
