ITE_true,ITE_malts
0.0007,0.0005
0.0004,0.0
0.4609,0.4714
0.1204,0.1102
0.0,0.0
0.4539,0.4441
0.4253,0.1738
0.0299,0.0222
0.4674,0.4718
0.0,0.0
0.2721,0.2496
0.0013,0.0005
0.1154,0.106
0.4206,0.4287
0.4317,0.433
0.4665,0.4606
0.3409,0.3461
0.0634,0.0516
0.0348,0.0348
0.014,0.0075
0.0321,0.0273
0.1006,0.0926
0.464,0.2177
0.1317,0.2309
0.2726,0.2697
0.3917,0.3851
0.2072,0.2861
0.1251,0.2704
0.3473,0.3393
0.4684,0.4693
0.4724,0.4772
0.1481,0.1374
0.4706,0.4781
0.1978,0.311
0.3221,0.3185
0.0003,0.0005
0.3194,0.2473
0.0,0.0
0.3753,0.2325
0.4361,0.4396
0.362,0.372
0.4011,0.2836
0.3412,0.3317
0.0588,0.0509
0.3616,0.3602
0.25,0.2942
0.4434,0.4398
0.4328,0.4287
0.2579,0.3038
0.0041,0.2318
0.1065,0.102
0.4305,0.1883
0.0043,0.0035
0.0426,0.1565
0.3013,0.1401
0.018,0.0158
0.0847,0.0869
0.0,0.0
0.0689,0.0709
0.0264,0.0276
0.4769,0.4792
0.2748,0.2615
0.0204,0.0175
0.1042,0.1049
0.424,0.4199
0.2429,0.2713
0.0003,0.0006
0.321,0.2243
0.0433,0.035
0.1151,0.1772
0.0006,0.2248
0.2507,0.267
0.0,0.2721
0.3814,0.3865
0.3048,0.2621
0.2371,0.2321
0.0039,0.0039
0.4454,0.4369
0.4947,0.4924
0.2222,0.2333
0.4463,0.4339
0.1274,0.126
0.1647,0.3135
0.4521,0.4465
0.4233,0.4198
0.2173,0.212
0.0,0.0
0.0268,0.0302
0.031,0.0372
0.1517,0.1444
0.4388,0.1399
0.1668,0.1941
0.2833,0.2944
0.4472,0.1867
0.187,0.1992
0.0031,0.0042
0.3592,0.3573
0.3441,0.3438
0.2745,0.272
0.0816,0.0748
0.2577,0.2527
0.2318,0.3444
0.4403,0.4365
0.2539,0.2582
0.466,0.4792
0.4443,0.4438
0.3402,0.3401
0.0129,0.01
0.4058,0.4201
0.3415,0.294
0.1022,0.098
0.4336,0.4291
0.301,0.2934
0.1896,0.1914
0.2491,0.2555
0.0,0.0
0.0,0.0
0.0748,0.0741
0.4359,0.1108
0.0086,0.0058
0.0191,0.0141
0.4398,0.4492
0.0,0.0
0.389,0.385
0.204,0.1982
