ITE_true,ITE_malts
0.2058,0.2476
0.0211,0.0185
0.0053,0.0031
0.3728,0.365
0.435,0.1773
0.0,0.0
0.4793,0.4753
0.2654,0.1469
0.0983,0.0977
0.0,0.0
0.2541,0.2503
0.014,0.1396
0.3663,0.3771
0.0104,0.0082
0.023,0.0249
0.0029,0.0019
0.1622,0.1661
0.0875,0.0853
0.3146,0.3172
0.4568,0.4437
0.3177,0.3189
0.1538,0.1609
0.0,0.0
0.1344,0.1243
0.3884,0.3872
0.3609,0.3642
0.1264,0.1355
0.3906,0.3895
0.347,0.3435
0.4736,0.473
0.4822,0.4785
0.2729,0.2799
0.4828,0.4885
0.0968,0.1015
0.2788,0.2644
0.4482,0.4535
0.4689,0.4633
0.3892,0.3961
0.4457,0.4479
0.2566,0.2529
0.0,0.0
0.1396,0.1266
0.4766,0.4777
0.1384,0.1481
0.3661,0.3333
0.4543,0.4511
0.4441,0.3475
0.4739,0.4721
0.3106,0.3041
0.4873,0.4932
0.4218,0.4325
0.1478,0.1586
0.2065,0.2107
0.0522,0.0534
0.0078,0.0073
0.2635,0.2719
0.2693,0.2665
0.4281,0.4339
0.0293,0.0248
0.2881,0.1799
0.2502,0.17
0.2522,0.2434
0.001,0.0006
0.3952,0.1782
0.1294,0.1261
0.2968,0.3045
0.1085,0.1038
0.1155,0.1888
0.4439,0.4403
0.0,0.0
0.2788,0.1957
0.4851,0.489
0.0507,0.0447
0.1467,0.1554
0.169,0.2065
0.059,0.0567
0.0886,0.1062
0.2327,0.2552
0.2233,0.2365
0.3825,0.1959
0.415,0.4045
0.0129,0.0103
0.4164,0.435
0.0061,0.0053
0.4384,0.2553
0.0704,0.0835
0.0043,0.2718
0.3691,0.3719
0.1177,0.1237
0.4271,0.4259
0.4063,0.4125
0.1956,0.2006
0.0,0.0
0.3074,0.3364
0.131,0.1277
0.0213,0.0213
0.4552,0.4495
0.035,0.0309
0.2352,0.2534
0.4784,0.4708
0.4108,0.4291
0.1084,0.0989
0.4372,0.431
0.1441,0.1413
0.0,0.0
0.1265,0.1253
0.4942,0.4928
0.239,0.2459
0.1261,0.1508
0.0157,0.0164
0.0278,0.0226
0.1877,0.1807
0.1575,0.146
0.4028,0.4042
0.0452,0.2014
0.0931,0.2255
0.2365,0.2401
0.0426,0.0445
0.2723,0.2604
0.4265,0.4309
0.2528,0.2465
0.3549,0.3636
0.4085,0.2462
0.3756,0.3754
0.0,0.0
0.3318,0.3472
0.3596,0.3605
0.0107,0.0121
0.4727,0.4728
0.2022,0.2379
0.2502,0.2635
0.1034,0.1092
0.3914,0.3979
0.3653,0.2844
0.0381,0.0454
0.3844,0.24
0.4355,0.442
0.0466,0.0523
0.1918,0.1834
0.4263,0.4276
0.0607,0.0607
0.0667,0.0675
0.023,0.0244
0.3982,0.4006
0.3925,0.3987
0.0011,0.0005
0.2826,0.2709
0.1553,0.2096
0.1841,0.2471
0.2474,0.2574
0.3613,0.3699
0.0847,0.0867
0.3255,0.2518
0.1493,0.1613
0.2748,0.2652
0.2551,0.2507
0.2832,0.2459
0.1001,0.0965
0.4514,0.4644
0.2425,0.2418
0.1505,0.1491
0.3717,0.3606
0.0893,0.0966
0.2673,0.2534
0.0064,0.1836
