ITE_true,ITE_malts
0.343,0.354
0.4697,0.4711
0.4556,0.4646
0.1159,0.1061
0.4593,0.4558
0.4691,0.4615
0.4689,0.4661
0.0622,0.0559
0.0625,0.0672
0.3618,0.3583
0.0839,0.101
0.0492,0.0477
0.1939,0.1962
0.4644,0.4759
0.3033,0.3064
0.4283,0.4189
0.1387,0.1298
0.399,0.4038
0.3366,0.3391
0.2404,0.233
0.0944,0.0945
0.2058,0.2059
0.361,0.3662
0.3173,0.3156
0.1913,0.2
0.0139,0.0166
0.006,0.0043
0.0964,0.089
0.3604,0.3605
0.3802,0.3807
0.0,0.0
0.0814,0.1732
0.1239,0.2312
0.0,0.2377
0.0031,0.0008
0.0002,0.0
0.419,0.4134
0.4563,0.4598
0.4248,0.424
0.0827,0.0859
0.477,0.4934
0.4458,0.4421
0.4503,0.4491
0.4445,0.4583
0.4765,0.4817
0.0684,0.0689
0.3971,0.317
0.0016,0.0003
0.4848,0.4865
0.3674,0.3643
0.0233,0.025
0.1126,0.1183
0.0078,0.0076
0.0006,0.0
0.0091,0.0064
0.1489,0.1275
0.4387,0.4461
0.0587,0.0702
0.2217,0.2263
0.4653,0.4674
0.0027,0.0012
0.0314,0.0316
0.0105,0.0069
0.1195,0.1987
0.2299,0.2365
0.0052,0.2771
0.0,0.0
0.4273,0.4192
0.4734,0.4732
0.4679,0.4609
0.4802,0.4717
0.4214,0.4286
0.0,0.0
0.3222,0.3221
0.4111,0.408
0.4198,0.4091
0.2306,0.2248
0.4207,0.4111
0.0035,0.0003
0.0,0.0
0.0216,0.018
0.1115,0.1123
0.2898,0.1497
0.0651,0.0603
0.0886,0.0889
0.1288,0.1244
0.4045,0.4008
0.0457,0.0463
0.4704,0.4834
0.0,0.2445
0.3652,0.3558
0.3832,0.3864
0.3381,0.3343
0.0292,0.032
0.3138,0.1546
0.0019,0.0031
0.0,0.0
0.347,0.3464
0.029,0.0223
0.4488,0.4534
0.0033,0.0013
0.4355,0.4415
0.0661,0.069
0.0719,0.067
0.2701,0.2408
0.2941,0.292
0.3565,0.3561
0.0547,0.0596
0.4112,0.4207
0.1925,0.1853
0.0967,0.0863
0.3782,0.3725
0.4813,0.3008
0.3754,0.3822
0.4476,0.4475
0.0,0.351
0.4481,0.4518
0.0893,0.0899
0.0389,0.3744
0.3103,0.307
0.2075,0.2208
0.4807,0.4919
0.4362,0.4413
0.2932,0.2901
0.4801,0.4767
