ITE_true,ITE_malts
0.2617,0.2737
0.2415,0.2492
0.1032,0.1069
0.0424,0.0392
0.1488,0.2276
0.4497,0.4441
0.4367,0.2293
0.0,0.25
0.1163,0.1157
0.146,0.2134
0.4061,0.4003
0.1696,0.1875
0.0,0.2102
0.0831,0.0824
0.1983,0.1931
0.3116,0.304
0.2637,0.2678
0.3153,0.3199
0.0186,0.018
0.1469,0.1638
0.0,0.0
0.0,0.0
0.4172,0.218
0.0,0.0
0.2659,0.2849
0.4328,0.4414
0.0,0.1715
0.341,0.338
0.4631,0.4656
0.4612,0.2439
0.0,0.0
0.2133,0.2147
0.012,0.0116
0.35,0.3534
0.3875,0.3871
0.3722,0.2801
0.4423,0.4373
0.0144,0.0146
0.4199,0.4175
0.1539,0.1753
0.4637,0.4775
0.0359,0.0356
0.0085,0.0061
0.0417,0.0581
0.4445,0.4471
0.0097,0.0074
0.0,0.0
0.0329,0.029
0.171,0.122
0.4534,0.461
0.004,0.0021
0.0121,0.0086
0.0233,0.1418
0.2644,0.2713
0.0931,0.0827
0.0,0.0
0.3096,0.3236
0.0562,0.1724
0.3339,0.3388
0.4262,0.4247
0.1624,0.1608
0.0258,0.0241
0.1575,0.1468
0.0954,0.112
0.3798,0.2256
0.3989,0.215
0.1852,0.1808
0.002,0.0
0.1535,0.1526
0.1378,0.231
0.4662,0.4585
0.2045,0.2161
0.282,0.279
0.0,0.0
0.4747,0.4642
0.3317,0.3194
0.34,0.3408
0.0394,0.0519
0.0,0.0
0.1471,0.1566
0.0377,0.0357
0.0,0.0
0.0,0.0
0.4016,0.3987
0.1249,0.1349
0.2637,0.2542
0.3681,0.085
0.0205,0.14
0.0105,0.0102
0.2403,0.2394
0.2085,0.2187
0.3627,0.2345
0.0,0.0
0.2478,0.2741
0.3853,0.4084
0.3543,0.3627
0.0,0.2585
0.4167,0.4246
0.0816,0.2845
0.0169,0.012
0.4591,0.4654
0.1159,0.3388
0.4128,0.4103
0.0878,0.0897
0.4206,0.4331
0.1792,0.1723
0.4775,0.4743
0.1012,0.1028
0.3893,0.39
0.0024,0.0024
0.0267,0.0257
0.0385,0.0333
0.0038,0.0033
0.2854,0.2869
0.3828,0.3794
0.3552,0.3464
0.0385,0.0401
0.0088,0.0088
0.3808,0.38
0.3037,0.2998
0.0347,0.0346
0.173,0.1713
0.0141,0.0117
0.0128,0.0129
0.0006,0.0
0.3078,0.1674
0.0231,0.0262
0.3934,0.3889
0.089,0.0873
0.492,0.4783
0.3727,0.401
0.0,0.0
0.1149,0.1306
0.4594,0.2662
0.3339,0.3434
0.0997,0.2931
0.0,0.2908
0.128,0.2898
0.2959,0.2906
0.4215,0.4236
0.2215,0.224
0.4647,0.2669
0.1649,0.1616
0.2592,0.2549
0.1716,0.1789
0.0438,0.0412
0.4672,0.458
0.1734,0.1643
0.3486,0.3575
0.2791,0.2908
0.2696,0.2773
0.3071,0.3012
0.1511,0.1523
0.3522,0.3917
0.0,0.0
0.4703,0.4571
0.4428,0.2555
0.3139,0.3318
0.0001,0.0
0.1618,0.2688
0.1513,0.2693
0.3339,0.2396
0.4638,0.4718
0.4666,0.4516
0.1354,0.1295
0.0073,0.2276
0.199,0.2006
0.0126,0.0144
0.3747,0.3843
0.0928,0.087
0.0781,0.1364
0.2582,0.2768
0.449,0.1335
0.0312,0.0327
0.2328,0.2437
0.0,0.0
0.0155,0.0148
0.2591,0.2586
0.4548,0.4339
0.2276,0.2158
0.0,0.0
0.0,0.0
0.0141,0.0149
0.4535,0.1786
0.281,0.2854
0.2563,0.2715
0.081,0.0911
0.4059,0.4123
0.4351,0.4424
0.0021,0.0015
0.4716,0.1907
0.1285,0.1288
0.0,0.0
0.0009,0.0003
0.397,0.4009
0.3797,0.3842
0.1097,0.1177
0.2872,0.2701
0.1186,0.1172
0.4602,0.4628
0.0612,0.0509
0.2985,0.2914
0.3743,0.3751
0.0671,0.0635
0.0912,0.0901
0.3658,0.1836
0.0,0.0
0.3234,0.3292
0.0,0.1749
0.2556,0.2316
0.024,0.0281
0.0469,0.05
0.0,0.1118
0.0982,0.1009
0.062,0.1426
0.0244,0.0177
0.0633,0.0602
0.371,0.3651
0.0046,0.0027
0.2752,0.2722
0.1005,0.1724
0.0033,0.0023
0.088,0.0823
0.3999,0.4011
0.0092,0.246
0.4201,0.4187
0.1417,0.1337
0.4611,0.266
0.4095,0.4031
0.4397,0.4426
0.2651,0.3259
0.3156,0.3207
0.0779,0.0725
0.0533,0.0528
0.474,0.4711
0.4762,0.2605
0.464,0.4649
0.2572,0.2808
0.0151,0.0098
0.0015,0.0006
0.4348,0.4431
0.1972,0.1732
0.0554,0.05
0.0208,0.0229
0.1583,0.1921
0.0715,0.06
0.4269,0.4239
0.4039,0.3959
0.1149,0.1552
0.1225,0.1154
0.147,0.1434
0.2596,0.2399
0.004,0.0013
0.0192,0.2604
0.2442,0.2357
0.249,0.2213
0.3312,0.3217
0.4098,0.4044
0.3398,0.3381
0.1661,0.1666
0.2173,0.2101
0.4759,0.4631
0.3289,0.3496
0.4445,0.4529
0.2018,0.1897
0.4336,0.4286
0.1747,0.1781
0.1701,0.187
0.391,0.3898
0.1682,0.1598
0.4287,0.4301
0.4828,0.4883
0.4423,0.4486
0.0077,0.0058
0.4261,0.4317
0.2138,0.1976
0.2839,0.3221
0.2527,0.2584
0.277,0.2707
0.1049,0.0929
0.4909,0.4917
0.2194,0.2107
0.3861,0.2181
0.4322,0.4278
0.29,0.2073
0.077,0.0752
0.0022,0.0015
0.3355,0.2174
0.242,0.2356
0.0274,0.0282
0.0768,0.0907
0.431,0.4259
0.4378,0.4354
0.3937,0.4058
0.0028,0.0022
0.0257,0.2111
0.1935,0.1968
0.4506,0.4486
0.4562,0.2174
0.0089,0.0073
0.0172,0.0113
0.3825,0.3796
0.1877,0.1865
0.0,0.1963
0.0304,0.029
0.142,0.1401
0.1034,0.0955
0.1336,0.1207
0.293,0.3157
0.291,0.2985
0.3362,0.3604
0.4106,0.42
0.4566,0.4602
0.1787,0.1678
0.4926,0.303
0.1311,0.1563
0.0809,0.0784
0.1156,0.2542
0.218,0.2179
0.3177,0.3208
0.4272,0.4123
0.0018,0.0026
0.0721,0.071
0.028,0.0282
0.2526,0.2608
0.424,0.4189
0.0,0.0
0.015,0.0105
0.0,0.0
0.3121,0.3051
0.0,0.0
0.4939,0.4962
0.0594,0.0584
0.3908,0.4072
0.1131,0.1184
0.1906,0.1854
0.0996,0.101
0.4355,0.4436
0.0,0.0
0.4416,0.449
0.0351,0.0308
0.463,0.4575
0.0,0.0
0.195,0.2018
0.2892,0.2786
0.0,0.2904
0.3989,0.4186
0.4397,0.4375
0.0806,0.0885
0.3548,0.3624
0.3257,0.3204
0.0276,0.0291
0.4586,0.4589
0.3802,0.3694
