ITE_true,ITE_malts
0.298,0.3147
0.4697,0.4713
0.011,0.0106
0.1811,0.1808
0.0014,0.0014
0.136,0.3048
0.4485,0.4495
0.2003,0.2131
0.336,0.345
0.2245,0.2175
0.4715,0.4656
0.3948,0.3904
0.426,0.4232
0.4492,0.4579
0.0973,0.1026
0.1874,0.3443
0.0244,0.3549
0.1872,0.1943
0.1871,0.2036
0.4495,0.4318
0.3537,0.351
0.2361,0.242
0.3164,0.3207
0.0935,0.3121
0.2836,0.2826
0.4056,0.4191
0.467,0.4614
0.0598,0.0615
0.3191,0.3239
0.2191,0.2202
0.18,0.1906
0.0735,0.067
0.4001,0.4137
0.3489,0.3447
0.1241,0.1272
0.4576,0.4663
0.3616,0.3567
0.0,0.0
0.4424,0.4435
0.4199,0.2677
0.4339,0.4484
0.3748,0.3684
0.009,0.0072
0.1176,0.3085
0.102,0.0925
0.4822,0.2947
0.2485,0.2868
0.4497,0.4471
0.4596,0.3072
0.1739,0.3018
0.4652,0.4758
0.2329,0.2378
0.3588,0.3669
0.0046,0.3127
0.4301,0.4325
0.3047,0.3056
0.0069,0.2533
0.0323,0.0309
0.2061,0.2138
0.1421,0.1373
0.014,0.011
0.2628,0.2524
0.4273,0.4106
0.3891,0.2303
0.0767,0.0765
0.4225,0.4222
0.0782,0.0721
0.0642,0.3418
0.4848,0.4832
0.0,0.3519
0.4343,0.4197
0.4709,0.4773
0.4046,0.4024
0.2977,0.2946
0.1409,0.1252
0.4512,0.4402
0.0023,0.0024
0.1161,0.1241
0.0407,0.0406
0.1853,0.1964
0.2338,0.2266
0.4383,0.1673
0.1813,0.1748
0.514,0.5031
0.1968,0.2027
0.0,0.0
0.3584,0.3515
0.3643,0.357
0.0,0.2561
0.396,0.3898
0.3407,0.331
0.0,0.0
0.0,0.0
0.3288,0.3435
0.0053,0.0047
0.3599,0.37
0.2254,0.1511
0.1382,0.149
0.0685,0.0743
0.1232,0.1162
0.2463,0.2317
0.3772,0.3834
0.0533,0.2294
0.0678,0.0621
0.4483,0.4596
0.373,0.3984
0.2525,0.2481
0.2513,0.2643
0.4298,0.4382
0.0499,0.054
0.2875,0.2754
0.4095,0.2392
0.0045,0.0044
0.0,0.2335
0.3977,0.3949
0.1346,0.1379
0.2112,0.2281
0.1781,0.1808
0.0686,0.0699
0.432,0.4404
0.0,0.0
0.0327,0.039
0.3578,0.3512
0.4967,0.4914
0.0423,0.0414
0.2792,0.3111
0.4418,0.4359
0.003,0.0035
0.011,0.0112
0.1437,0.1477
0.3212,0.3299
0.1082,0.1192
0.0339,0.1724
0.0176,0.0157
0.4499,0.4519
0.017,0.0149
0.1132,0.1007
0.4591,0.4556
0.427,0.4244
0.0351,0.0355
0.0675,0.075
0.2913,0.2813
0.0493,0.0509
0.3492,0.3517
0.0586,0.057
0.0,0.0
0.0256,0.1284
0.1717,0.1756
0.4074,0.42
0.4366,0.1672
0.4738,0.1302
0.273,0.1762
0.0,0.0
0.0372,0.0454
